id,B,G,R,class
108124,177,176,125,2
108125,188,187,136,2
108126,181,180,129,2
108127,182,181,131,2
108128,182,181,131,2
108129,180,180,132,2
108130,180,180,132,2
108131,180,180,134,2
108132,180,180,134,2
108133,109,120,231,2
108134,107,122,232,2
108135,109,124,234,2
108136,108,123,233,2
108137,107,122,232,2
108138,107,121,233,2
108139,106,120,232,2
108140,105,119,231,2
108141,107,121,233,2
108142,110,121,233,2
108143,109,120,232,2
108144,108,120,232,2
108145,107,119,231,2
108146,107,119,231,2
108147,110,122,234,2
108148,109,123,235,2
108149,106,120,232,2
108150,104,120,233,2
108151,179,176,131,2
108152,179,176,131,2
108153,179,176,131,2
108154,179,176,131,2
108155,179,176,131,2
108156,179,176,131,2
108157,179,176,131,2
108158,179,176,131,2
108159,179,176,131,2
108160,227,156,88,2
108161,226,157,88,2
108162,224,153,85,2
108163,222,151,83,2
108164,223,152,84,2
108165,223,152,84,2
108166,226,155,87,2
108167,227,156,89,2
108168,224,153,85,2
108169,225,154,86,2
108170,228,157,89,2
108171,228,157,89,2
108172,227,156,88,2
108173,226,155,88,2
108174,225,154,87,2
108175,227,156,89,2
108176,179,177,129,2
108177,179,177,129,2
108178,229,219,209,2
108179,204,190,178,2
108180,220,204,197,2
108181,221,204,195,2
108182,226,209,200,2
108183,208,191,182,2
108184,183,166,157,2
108185,192,175,166,2
108186,202,185,176,2
108187,217,200,191,2
108188,230,213,204,2
108189,208,191,182,2
108190,202,185,176,2
108191,169,152,143,2
108192,208,191,182,2
108193,180,178,130,2
108194,180,178,130,2
108195,180,178,130,2
108196,180,178,130,2
108197,247,249,249,2
108198,247,249,249,2
108199,247,249,249,2
108200,247,249,249,2
108201,247,249,249,2
108202,247,249,249,2
108203,247,249,249,2
108204,247,249,249,2
108205,247,249,249,2
108206,247,249,249,2
108207,247,249,249,2
108208,247,249,249,2
108209,248,250,250,2
108210,248,250,250,2
108211,249,251,251,2
108212,248,250,250,2
108213,247,249,249,2
108214,247,249,249,2
108215,246,248,248,2
108216,247,249,249,2
108217,245,250,249,2
108218,246,251,250,2
108219,246,251,250,2
108220,181,179,131,2
108221,180,178,130,2
108222,179,177,129,2
108223,177,175,127,2
108224,177,175,127,2
108225,177,175,127,2
108226,177,175,127,2
108227,177,175,127,2
108228,177,175,127,2
108229,177,175,127,2
108230,177,175,127,2
108231,178,176,128,2
108232,178,176,128,2
108233,178,176,128,2
108234,177,175,127,2
108235,177,175,127,2
108236,177,175,127,2
108237,176,174,126,2
108238,176,174,126,2
108239,176,174,126,2
108240,176,174,126,2
108241,176,174,126,2
108242,176,174,126,2
108243,176,174,126,2
108244,176,174,126,2
108245,176,174,126,2
108246,176,174,126,2
108247,176,174,126,2
108248,176,174,126,2
108249,176,174,126,2
108250,176,174,126,2
108251,176,174,126,2
108252,176,174,126,2
108253,176,174,126,2
108254,176,174,126,2
108255,176,174,126,2
108256,176,174,126,2
108257,176,174,126,2
108258,175,173,125,2
108259,175,173,125,2
108260,175,173,125,2
108261,175,173,125,2
108262,175,173,125,2
108263,176,171,126,2
108264,176,171,126,2
108265,176,172,124,2
108266,177,173,125,2
108267,175,174,124,2
108268,174,173,123,2
108269,172,173,123,2
108270,172,173,123,2
108271,173,173,125,2
108272,184,184,138,2
108273,164,165,123,2
108274,109,109,69,2
108275,63,63,27,2
108276,59,58,24,2
108277,72,70,39,2
108278,78,76,42,2
108279,133,131,90,2
108280,161,158,114,2
108281,181,178,133,2
108282,180,177,132,2
108283,173,170,125,2
108284,175,172,127,2
108285,175,173,125,2
108286,171,169,121,2
108287,172,171,121,2
108288,172,171,121,2
108289,172,171,120,2
108290,173,172,121,2
108291,173,172,121,2
108292,173,172,121,2
108293,173,172,121,2
108294,173,172,121,2
108295,172,171,121,2
108296,172,171,121,2
108297,172,171,121,2
108298,173,172,121,2
108299,173,172,121,2
108300,173,173,119,2
108301,173,173,119,2
108302,173,172,121,2
108303,174,173,123,2
108304,178,176,128,2
108305,174,171,127,2
108306,170,166,125,2
108307,177,171,134,2
108308,173,167,132,2
108309,133,126,93,2
108310,83,78,47,2
108311,130,128,98,2
108312,143,143,113,2
108313,149,147,117,2
108314,143,143,113,2
108315,150,148,117,2
108316,158,159,127,2
108317,167,165,134,2
108318,170,171,139,2
108319,169,168,134,2
108320,173,174,140,2
108321,172,171,137,2
108322,167,169,133,2
108323,174,173,139,2
108324,169,171,135,2
108325,164,164,128,2
108326,255,255,255,2
108327,202,200,165,2
108328,202,200,165,2
108329,202,200,165,2
108330,202,200,165,2
108331,202,200,165,2
108332,202,200,165,2
108333,202,200,165,2
108334,202,200,165,2
108335,202,200,165,2
108336,202,200,165,2
108337,202,200,165,2
108338,202,200,165,2
108339,202,200,165,2
108340,202,200,165,2
108341,202,200,165,2
108342,200,198,163,2
108343,200,198,163,2
108344,200,198,163,2
108345,200,198,163,2
108346,200,198,163,2
108347,200,198,163,2
108348,200,198,163,2
108349,200,198,163,2
108350,201,199,164,2
108351,201,199,164,2
108352,201,199,164,2
108353,200,198,163,2
108354,200,198,163,2
108355,199,197,162,2
108356,199,197,162,2
108357,199,197,162,2
108358,199,198,160,2
108359,199,198,160,2
108360,199,198,160,2
108361,199,198,160,2
108362,199,198,160,2
108363,199,198,160,2
108364,199,198,160,2
108365,199,198,160,2
108366,199,198,160,2
108367,199,198,160,2
108368,199,198,160,2
108369,199,198,160,2
108370,199,198,160,2
108371,199,198,160,2
108372,199,198,160,2
108373,199,198,160,2
108374,199,198,160,2
108375,198,197,159,2
108376,197,196,158,2
108377,195,194,156,2
108378,193,193,153,2
108379,192,192,152,2
108380,191,191,151,2
108381,191,191,151,2
108382,191,191,151,2
108383,192,192,152,2
108384,192,192,152,2
108385,192,192,152,2
108386,191,192,150,2
108387,190,191,149,2
108388,189,190,148,2
108389,188,189,147,2
108390,185,184,140,2
108391,185,184,140,2
108392,185,184,140,2
108393,185,184,140,2
108394,185,184,140,2
108395,185,184,140,2
108396,185,184,140,2
108397,185,184,140,2
108398,184,183,139,2
108399,184,183,139,2
108400,184,183,139,2
108401,184,183,139,2
108402,184,183,139,2
108403,184,183,139,2
108404,184,183,139,2
108405,184,183,139,2
108406,185,184,140,2
108407,185,184,140,2
108408,184,183,139,2
108409,184,183,139,2
108410,184,183,139,2
108411,183,182,138,2
108412,183,182,138,2
108413,183,182,138,2
108414,183,182,138,2
108415,183,182,138,2
108416,183,182,138,2
108417,183,182,138,2
108418,183,182,138,2
108419,182,181,137,2
108420,182,181,137,2
108421,182,181,137,2
108422,182,181,137,2
108423,182,181,137,2
108424,182,181,137,2
108425,182,181,137,2
108426,182,181,137,2
108427,182,181,137,2
108428,182,181,137,2
108429,182,181,137,2
108430,240,202,170,2
108431,240,203,169,2
108432,240,203,169,2
108433,239,202,168,2
108434,238,201,167,2
108435,181,180,136,2
108436,181,180,136,2
108437,181,180,136,2
108438,182,183,141,2
108439,182,183,141,2
108440,182,183,141,2
108441,182,183,141,2
108442,183,184,142,2
108443,183,184,142,2
108444,184,185,143,2
108445,184,185,143,2
108446,183,184,142,2
108447,183,184,142,2
108448,183,184,142,2
108449,183,184,142,2
108450,183,183,143,2
108451,183,183,143,2
108452,182,182,142,2
108453,182,182,142,2
108454,188,190,148,2
108455,184,186,144,2
108456,179,181,139,2
108457,185,188,143,2
108458,183,185,143,2
108459,176,178,136,2
108460,168,172,131,2
108461,104,107,68,2
108462,96,100,65,2
108463,81,83,53,2
108464,22,25,0,2
108465,34,36,17,2
108466,4,4,0,2
108467,14,14,8,2
108468,2,1,0,2
108469,6,4,3,2
108470,6,7,5,2
108471,3,4,2,2
108472,0,1,0,2
108473,1,2,0,2
108474,4,4,0,2
108475,6,6,0,2
108476,11,12,3,2
108477,16,17,7,2
108478,36,36,24,2
108479,47,47,33,2
108480,59,59,45,2
108481,67,68,52,2
108482,73,75,56,2
108483,77,79,59,2
108484,75,76,56,2
108485,67,69,50,2
108486,72,74,55,2
108487,56,59,43,2
108488,59,62,47,2
108489,57,59,47,2
108490,15,16,6,2
108491,3,4,0,2
108492,10,10,4,2
108493,14,13,9,2
108494,6,4,3,2
108495,5,3,2,2
108496,3,1,0,2
108497,3,1,0,2
108498,3,1,0,2
108499,3,2,0,2
108500,2,1,0,2
108501,2,0,0,2
108502,0,0,0,2
108503,1,0,2,2
108504,4,2,2,2
108505,4,2,2,2
108506,2,0,0,2
108507,2,0,0,2
108508,4,2,1,2
108509,7,5,4,2
108510,2,1,0,2
108511,5,4,0,2
108512,8,5,1,2
108513,4,1,0,2
108514,4,1,0,2
108515,8,5,1,2
108516,12,9,5,2
108517,11,8,4,2
108518,10,6,5,2
108519,10,7,3,2
108520,11,8,4,2
108521,12,9,4,2
108522,13,11,3,2
108523,13,12,2,2
108524,14,13,3,2
108525,14,14,2,2
108526,17,16,6,2
108527,18,17,7,2
108528,21,20,10,2
108529,23,21,13,2
108530,19,17,9,2
108531,12,9,4,2
108532,6,3,0,2
108533,2,0,0,2
108534,4,3,7,2
108535,0,0,3,2
108536,2,2,2,2
108537,6,6,0,2
108538,7,7,0,2
108539,16,18,0,2
108540,70,72,43,2
108541,65,69,34,2
108542,75,78,39,2
108543,76,80,39,2
108544,80,82,40,2
108545,81,83,41,2
108546,79,80,40,2
108547,73,74,34,2
108548,63,66,27,2
108549,57,60,21,2
108550,57,61,20,2
108551,56,60,19,2
108552,54,58,17,2
108553,53,57,16,2
108554,54,57,18,2
108555,54,57,18,2
108556,54,56,20,2
108557,54,56,20,2
108558,53,55,19,2
108559,52,54,18,2
108560,52,53,19,2
108561,51,52,18,2
108562,51,52,18,2
108563,50,51,17,2
108564,50,51,19,2
108565,50,51,17,2
108566,49,50,16,2
108567,49,51,15,2
108568,48,50,14,2
108569,48,50,14,2
108570,47,48,14,2
108571,47,48,14,2
108572,46,47,13,2
108573,46,47,13,2
108574,44,45,11,2
108575,44,45,11,2
108576,44,45,13,2
108577,43,44,12,2
108578,42,43,11,2
108579,42,43,11,2
108580,41,42,10,2
108581,41,42,10,2
108582,45,43,12,2
108583,41,39,8,2
108584,41,40,6,2
108585,51,51,15,2
108586,66,65,27,2
108587,76,77,35,2
108588,77,78,34,2
108589,74,76,30,2
108590,74,77,28,2
108591,72,75,26,2
108592,70,73,23,2
108593,69,72,22,2
108594,72,73,23,2
108595,76,77,27,2
108596,80,80,32,2
108597,83,83,35,2
108598,80,83,34,2
108599,81,84,35,2
108600,79,82,33,2
108601,73,76,27,2
108602,68,71,22,2
108603,68,71,22,2
108604,69,71,25,2
108605,69,71,25,2
108606,69,71,25,2
108607,69,71,25,2
108608,69,71,25,2
108609,69,71,25,2
108610,69,71,25,2
108611,69,71,25,2
108612,69,70,26,2
108613,69,71,25,2
108614,69,71,25,2
108615,69,71,25,2
108616,69,71,25,2
108617,68,70,24,2
108618,68,70,24,2
108619,68,70,24,2
108620,67,69,23,2
108621,67,69,23,2
108622,67,69,23,2
108623,67,69,23,2
108624,67,69,23,2
108625,68,70,24,2
108626,68,69,25,2
108627,67,68,24,2
108628,66,67,23,2
108629,63,65,23,2
108630,57,58,18,2
108631,54,57,18,2
108632,53,56,17,2
108633,53,56,17,2
108634,53,55,19,2
108635,52,54,18,2
108636,51,53,17,2
108637,49,51,15,2
108638,43,44,10,2
108639,43,44,10,2
108640,42,43,9,2
108641,41,42,8,2
108642,41,42,8,2
108643,40,41,7,2
108644,39,40,8,2
108645,41,42,3,2
108646,86,85,34,2
108647,112,111,53,2
108648,115,114,56,2
108649,114,113,55,2
108650,114,113,55,2
108651,112,111,53,2
108652,115,114,56,2
108653,111,110,52,2
108654,112,111,53,2
108655,112,111,53,2
108656,112,111,53,2
108657,111,110,52,2
108658,111,110,52,2
108659,110,109,51,2
108660,110,109,51,2
108661,109,108,50,2
108662,109,108,52,2
108663,109,108,52,2
108664,110,109,53,2
108665,110,109,53,2
108666,111,110,54,2
108667,111,110,54,2
108668,111,110,54,2
108669,110,109,53,2
108670,110,109,53,2
108671,111,110,54,2
108672,112,111,55,2
108673,112,111,55,2
108674,112,111,55,2
108675,112,111,55,2
108676,113,112,56,2
108677,114,113,57,2
108678,116,114,60,2
108679,114,112,58,2
108680,113,113,59,2
108681,111,111,57,2
108682,122,121,70,2
108683,161,160,109,2
108684,188,187,136,2
108685,181,180,129,2
108686,182,181,131,2
108687,182,181,131,2
108688,180,180,132,2
108689,180,180,132,2
108690,180,180,134,2
108691,180,180,134,2
108692,110,121,232,2
108693,107,122,232,2
108694,109,124,234,2
108695,108,123,233,2
108696,107,122,232,2
108697,107,121,233,2
108698,106,120,232,2
108699,105,119,231,2
108700,107,121,233,2
108701,112,123,234,2
108702,110,121,232,2
108703,108,121,231,2
108704,107,120,230,2
108705,106,119,229,2
108706,109,122,232,2
108707,108,123,233,2
108708,105,120,230,2
108709,104,120,233,2
108710,179,176,131,2
108711,179,176,131,2
108712,179,176,131,2
108713,179,176,131,2
108714,179,176,131,2
108715,179,176,131,2
108716,179,176,131,2
108717,179,176,131,2
108718,179,176,131,2
108719,226,157,88,2
108720,226,157,88,2
108721,227,158,89,2
108722,227,156,88,2
108723,226,155,87,2
108724,227,156,88,2
108725,230,159,92,2
108726,226,157,88,2
108727,223,154,85,2
108728,224,153,85,2
108729,228,157,89,2
108730,230,159,92,2
108731,229,158,91,2
108732,227,156,89,2
108733,228,157,90,2
108734,227,156,89,2
108735,179,177,129,2
108736,179,177,129,2
108737,208,197,183,2
108738,210,194,182,2
108739,218,202,195,2
108740,223,206,197,2
108741,213,196,187,2
108742,185,168,159,2
108743,180,163,154,2
108744,206,189,180,2
108745,224,207,198,2
108746,222,205,196,2
108747,208,191,182,2
108748,198,182,170,2
108749,209,193,181,2
108750,187,171,159,2
108751,217,201,189,2
108752,180,178,130,2
108753,180,178,130,2
108754,180,178,130,2
108755,180,178,130,2
108756,248,250,250,2
108757,248,250,250,2
108758,248,250,250,2
108759,248,250,250,2
108760,247,249,249,2
108761,247,249,249,2
108762,247,249,249,2
108763,247,249,249,2
108764,247,249,249,2
108765,247,249,249,2
108766,247,249,249,2
108767,247,249,249,2
108768,248,250,250,2
108769,248,250,250,2
108770,248,250,250,2
108771,248,250,250,2
108772,247,249,249,2
108773,247,249,249,2
108774,246,248,248,2
108775,246,248,248,2
108776,245,250,249,2
108777,246,251,250,2
108778,246,251,250,2
108779,181,179,131,2
108780,179,177,129,2
108781,178,176,128,2
108782,177,175,127,2
108783,177,175,127,2
108784,177,175,127,2
108785,177,175,127,2
108786,177,175,127,2
108787,177,175,127,2
108788,177,175,127,2
108789,177,175,127,2
108790,178,176,128,2
108791,178,176,128,2
108792,178,176,128,2
108793,177,175,127,2
108794,177,175,127,2
108795,177,175,127,2
108796,176,174,126,2
108797,176,174,126,2
108798,176,174,126,2
108799,176,174,126,2
108800,176,174,126,2
108801,176,174,126,2
108802,176,174,126,2
108803,176,174,126,2
108804,176,174,126,2
108805,176,174,126,2
108806,176,174,126,2
108807,176,174,126,2
108808,176,174,126,2
108809,176,174,126,2
108810,176,174,126,2
108811,176,174,126,2
108812,176,174,126,2
108813,176,174,126,2
108814,176,174,126,2
108815,176,174,126,2
108816,176,174,126,2
108817,175,173,125,2
108818,175,173,125,2
108819,175,173,125,2
108820,175,173,125,2
108821,175,173,125,2
108822,177,172,127,2
108823,177,172,127,2
108824,178,173,128,2
108825,179,175,127,2
108826,177,176,126,2
108827,176,175,125,2
108828,173,174,124,2
108829,173,174,124,2
108830,170,170,124,2
108831,174,173,129,2
108832,171,172,130,2
108833,144,143,105,2
108834,97,97,61,2
108835,70,68,37,2
108836,71,69,39,2
108837,77,75,41,2
108838,92,90,50,2
108839,136,133,89,2
108840,174,171,126,2
108841,182,179,134,2
108842,175,172,127,2
108843,174,171,126,2
108844,176,174,126,2
108845,176,174,126,2
108846,172,171,121,2
108847,172,171,121,2
108848,172,171,120,2
108849,172,171,120,2
108850,172,171,120,2
108851,172,171,120,2
108852,172,171,120,2
108853,172,171,120,2
108854,172,171,121,2
108855,172,171,120,2
108856,172,171,120,2
108857,173,173,119,2
108858,173,173,119,2
108859,173,173,119,2
108860,173,173,119,2
108861,173,172,121,2
108862,172,171,121,2
108863,175,173,125,2
108864,172,169,125,2
108865,170,165,126,2
108866,177,171,136,2
108867,162,155,122,2
108868,97,89,60,2
108869,25,18,0,2
108870,46,42,18,2
108871,42,39,18,2
108872,36,33,12,2
108873,44,42,18,2
108874,70,68,44,2
108875,87,85,61,2
108876,85,83,59,2
108877,78,77,51,2
108878,129,128,102,2
108879,131,130,102,2
108880,127,126,98,2
108881,136,136,106,2
108882,157,157,127,2
108883,161,161,131,2
108884,154,154,124,2
108885,255,255,255,2
108886,202,200,165,2
108887,202,200,165,2
108888,202,200,165,2
108889,202,200,165,2
108890,202,200,165,2
108891,202,200,165,2
108892,202,200,165,2
108893,202,200,165,2
108894,202,200,165,2
108895,202,200,165,2
108896,202,200,165,2
108897,202,200,165,2
108898,202,200,165,2
108899,202,200,165,2
108900,202,200,165,2
108901,200,198,163,2
108902,200,198,163,2
108903,200,198,163,2
108904,200,198,163,2
108905,200,198,163,2
108906,200,198,163,2
108907,200,198,163,2
108908,200,198,163,2
108909,201,199,164,2
108910,201,199,164,2
108911,201,199,164,2
108912,200,198,163,2
108913,200,198,163,2
108914,199,197,162,2
108915,199,197,162,2
108916,199,197,162,2
108917,199,198,160,2
108918,199,198,160,2
108919,199,198,160,2
108920,199,198,160,2
108921,199,198,160,2
108922,199,198,160,2
108923,199,198,160,2
108924,199,198,160,2
108925,199,198,160,2
108926,199,198,160,2
108927,199,198,160,2
108928,199,198,160,2
108929,199,198,160,2
108930,199,198,160,2
108931,199,198,160,2
108932,199,198,160,2
108933,198,197,159,2
108934,197,196,158,2
108935,195,194,156,2
108936,194,193,155,2
108937,192,192,152,2
108938,192,192,152,2
108939,191,191,151,2
108940,191,191,151,2
108941,193,193,153,2
108942,192,192,152,2
108943,192,192,152,2
108944,191,191,151,2
108945,191,192,150,2
108946,190,191,149,2
108947,191,192,150,2
108948,191,192,150,2
108949,185,184,140,2
108950,185,184,140,2
108951,185,184,140,2
108952,185,184,140,2
108953,185,184,140,2
108954,185,184,140,2
108955,185,184,140,2
108956,185,184,140,2
108957,184,183,139,2
108958,184,183,139,2
108959,184,183,139,2
108960,184,183,139,2
108961,184,183,139,2
108962,184,183,139,2
108963,184,183,139,2
108964,184,183,139,2
108965,185,184,140,2
108966,185,184,140,2
108967,184,183,139,2
108968,184,183,139,2
108969,184,183,139,2
108970,183,182,138,2
108971,183,182,138,2
108972,183,182,138,2
108973,183,182,138,2
108974,183,182,138,2
108975,183,182,138,2
108976,183,182,138,2
108977,183,182,138,2
108978,182,181,137,2
108979,182,181,137,2
108980,182,181,137,2
108981,182,181,137,2
108982,182,181,137,2
108983,182,181,137,2
108984,182,181,137,2
108985,182,181,137,2
108986,182,181,137,2
108987,182,181,137,2
108988,182,181,137,2
108989,240,203,169,2
108990,240,204,168,2
108991,240,204,168,2
108992,238,204,168,2
108993,238,204,168,2
108994,182,181,137,2
108995,182,181,137,2
108996,182,181,137,2
108997,180,181,137,2
108998,180,181,137,2
108999,181,182,138,2
109000,181,182,138,2
109001,182,183,141,2
109002,182,183,141,2
109003,183,184,142,2
109004,183,184,142,2
109005,184,185,143,2
109006,184,185,143,2
109007,183,184,142,2
109008,183,184,142,2
109009,183,184,142,2
109010,183,184,142,2
109011,183,183,143,2
109012,183,183,143,2
109013,188,189,150,2
109014,180,183,144,2
109015,178,182,141,2
109016,183,187,145,2
109017,184,189,144,2
109018,179,184,139,2
109019,186,191,146,2
109020,131,135,93,2
109021,125,130,91,2
109022,95,99,64,2
109023,95,99,70,2
109024,32,34,14,2
109025,30,30,16,2
109026,8,6,0,2
109027,6,3,0,2
109028,2,0,0,2
109029,3,4,2,2
109030,2,3,1,2
109031,4,5,1,2
109032,9,10,6,2
109033,17,17,11,2
109034,24,24,18,2
109035,36,37,28,2
109036,46,47,37,2
109037,64,64,52,2
109038,70,70,56,2
109039,74,75,59,2
109040,74,76,57,2
109041,75,76,56,2
109042,75,77,55,2
109043,66,68,46,2
109044,54,57,35,2
109045,66,68,49,2
109046,34,37,21,2
109047,13,16,1,2
109048,22,24,12,2
109049,2,3,0,2
109050,12,13,4,2
109051,10,10,4,2
109052,2,1,0,2
109053,6,4,3,2
109054,3,1,0,2
109055,2,0,0,2
109056,4,2,1,2
109057,8,7,3,2
109058,10,9,5,2
109059,8,7,3,2
109060,6,5,1,2
109061,3,3,3,2
109062,4,3,5,2
109063,5,3,3,2
109064,3,1,1,2
109065,2,0,0,2
109066,4,2,2,2
109067,9,7,6,2
109068,14,12,11,2
109069,12,11,7,2
109070,14,13,9,2
109071,18,15,11,2
109072,18,15,11,2
109073,18,15,11,2
109074,20,17,13,2
109075,22,18,17,2
109076,23,19,18,2
109077,23,20,16,2
109078,23,20,16,2
109079,24,21,17,2
109080,26,23,18,2
109081,27,25,17,2
109082,28,27,17,2
109083,29,29,17,2
109084,30,30,16,2
109085,33,33,21,2
109086,36,36,24,2
109087,39,39,27,2
109088,36,36,24,2
109089,25,24,14,2
109090,13,11,3,2
109091,7,5,0,2
109092,5,4,0,2
109093,3,1,7,2
109094,0,0,6,2
109095,4,3,7,2
109096,2,1,0,2
109097,8,8,0,2
109098,4,6,0,2
109099,38,39,13,2
109100,62,65,33,2
109101,76,78,42,2
109102,76,80,39,2
109103,79,81,39,2
109104,79,81,39,2
109105,77,81,40,2
109106,75,79,38,2
109107,71,74,35,2
109108,68,71,32,2
109109,62,66,25,2
109110,59,63,22,2
109111,56,60,19,2
109112,54,58,17,2
109113,53,56,17,2
109114,54,57,18,2
109115,54,56,20,2
109116,55,57,21,2
109117,53,55,19,2
109118,53,55,19,2
109119,52,53,19,2
109120,52,53,19,2
109121,51,52,18,2
109122,50,51,17,2
109123,50,51,19,2
109124,50,51,17,2
109125,49,50,16,2
109126,49,51,15,2
109127,48,50,14,2
109128,48,50,14,2
109129,47,48,14,2
109130,47,48,14,2
109131,46,47,13,2
109132,46,47,13,2
109133,44,45,11,2
109134,44,45,11,2
109135,44,45,13,2
109136,43,44,12,2
109137,42,43,11,2
109138,42,43,11,2
109139,41,42,10,2
109140,41,42,10,2
109141,42,40,9,2
109142,41,39,8,2
109143,48,47,13,2
109144,62,62,26,2
109145,74,73,35,2
109146,77,78,36,2
109147,78,79,35,2
109148,79,81,35,2
109149,75,78,29,2
109150,76,79,29,2
109151,79,80,30,2
109152,81,82,32,2
109153,85,86,36,2
109154,89,90,40,2
109155,93,94,44,2
109156,95,96,46,2
109157,109,112,63,2
109158,109,112,63,2
109159,98,101,52,2
109160,78,81,32,2
109161,68,71,22,2
109162,70,73,24,2
109163,73,76,27,2
109164,71,74,25,2
109165,69,71,25,2
109166,69,71,25,2
109167,69,71,25,2
109168,69,71,25,2
109169,69,71,25,2
109170,69,71,25,2
109171,69,71,25,2
109172,69,71,25,2
109173,69,71,25,2
109174,69,72,23,2
109175,69,71,25,2
109176,68,70,24,2
109177,68,70,24,2
109178,68,70,24,2
109179,67,69,23,2
109180,67,69,23,2
109181,69,71,25,2
109182,68,70,24,2
109183,68,70,24,2
109184,68,70,24,2
109185,68,70,24,2
109186,66,68,22,2
109187,62,64,18,2
109188,57,60,15,2
109189,55,56,16,2
109190,52,55,16,2
109191,52,55,16,2
109192,53,56,17,2
109193,55,58,19,2
109194,55,58,19,2
109195,55,57,21,2
109196,54,56,20,2
109197,51,52,18,2
109198,50,51,17,2
109199,48,49,15,2
109200,46,47,13,2
109201,44,45,11,2
109202,42,43,9,2
109203,41,42,10,2
109204,42,43,4,2
109205,81,80,29,2
109206,108,107,49,2
109207,113,112,54,2
109208,111,110,52,2
109209,111,110,52,2
109210,110,109,51,2
109211,114,113,55,2
109212,109,108,50,2
109213,110,109,51,2
109214,110,109,51,2
109215,110,109,51,2
109216,109,108,50,2
109217,108,107,49,2
109218,108,107,49,2
109219,107,106,48,2
109220,107,106,48,2
109221,108,107,51,2
109222,108,107,51,2
109223,108,107,51,2
109224,108,107,51,2
109225,108,107,51,2
109226,108,107,51,2
109227,109,108,52,2
109228,109,108,52,2
109229,110,109,53,2
109230,111,110,54,2
109231,112,111,55,2
109232,112,111,55,2
109233,111,110,54,2
109234,111,110,54,2
109235,113,112,56,2
109236,114,113,57,2
109237,112,111,55,2
109238,116,115,59,2
109239,116,116,62,2
109240,110,110,56,2
109241,111,111,57,2
109242,140,140,86,2
109243,173,172,121,2
109244,184,183,132,2
109245,182,181,131,2
109246,182,181,131,2
109247,180,180,132,2
109248,180,180,132,2
109249,180,180,134,2
109250,180,180,134,2
109251,111,122,233,2
109252,106,121,231,2
109253,110,125,235,2
109254,108,123,233,2
109255,107,122,232,2
109256,107,121,233,2
109257,106,120,232,2
109258,105,119,231,2
109259,108,122,234,2
109260,112,123,234,2
109261,110,121,232,2
109262,109,122,232,2
109263,109,122,232,2
109264,107,120,230,2
109265,108,121,231,2
109266,107,122,232,2
109267,101,116,226,2
109268,104,120,233,2
109269,179,176,131,2
109270,179,176,131,2
109271,179,176,131,2
109272,179,176,131,2
109273,179,176,131,2
109274,179,176,131,2
109275,179,176,131,2
109276,179,176,131,2
109277,179,176,131,2
109278,229,160,91,2
109279,227,158,89,2
109280,228,159,90,2
109281,225,156,87,2
109282,224,155,85,2
109283,227,156,88,2
109284,227,156,88,2
109285,223,154,84,2
109286,226,157,88,2
109287,229,158,91,2
109288,228,157,90,2
109289,228,157,90,2
109290,228,157,90,2
109291,226,155,87,2
109292,226,155,87,2
109293,226,155,87,2
109294,179,177,129,2
109295,179,177,129,2
109296,207,192,176,2
109297,223,207,195,2
109298,213,199,193,2
109299,211,194,185,2
109300,194,177,168,2
109301,177,160,151,2
109302,206,189,180,2
109303,231,214,205,2
109304,219,202,193,2
109305,203,186,177,2
109306,199,182,173,2
109307,213,197,185,2
109308,221,205,193,2
109309,190,174,162,2
109310,212,196,184,2
109311,179,177,129,2
109312,179,177,129,2
109313,179,177,129,2
109314,179,177,129,2
109315,248,250,250,2
109316,248,250,250,2
109317,248,250,250,2
109318,248,250,250,2
109319,248,250,250,2
109320,248,250,250,2
109321,248,250,250,2
109322,248,250,250,2
109323,248,250,250,2
109324,248,250,250,2
109325,248,250,250,2
109326,248,250,250,2
109327,248,250,250,2
109328,248,250,250,2
109329,247,249,249,2
109330,248,250,250,2
109331,248,250,250,2
109332,248,250,250,2
109333,247,249,249,2
109334,246,248,248,2
109335,245,250,249,2
109336,246,251,250,2
109337,245,250,249,2
109338,180,178,130,2
109339,179,177,129,2
109340,177,175,127,2
109341,177,175,127,2
109342,177,175,127,2
109343,177,175,127,2
109344,177,175,127,2
109345,177,175,127,2
109346,177,175,127,2
109347,177,175,127,2
109348,177,175,127,2
109349,178,176,128,2
109350,178,176,128,2
109351,178,176,128,2
109352,177,175,127,2
109353,177,175,127,2
109354,177,175,127,2
109355,176,174,126,2
109356,176,174,126,2
109357,176,174,126,2
109358,176,174,126,2
109359,176,174,126,2
109360,176,174,126,2
109361,176,174,126,2
109362,176,174,126,2
109363,176,174,126,2
109364,176,174,126,2
109365,176,174,126,2
109366,176,174,126,2
109367,176,174,126,2
109368,176,174,126,2
109369,176,174,126,2
109370,176,174,126,2
109371,176,174,126,2
109372,176,174,126,2
109373,176,174,126,2
109374,176,174,126,2
109375,176,174,126,2
109376,175,173,125,2
109377,175,173,125,2
109378,175,173,125,2
109379,175,173,125,2
109380,175,173,125,2
109381,178,173,128,2
109382,179,174,129,2
109383,180,175,130,2
109384,181,177,129,2
109385,179,178,128,2
109386,178,177,127,2
109387,175,176,126,2
109388,174,175,125,2
109389,170,172,126,2
109390,165,166,122,2
109391,178,179,137,2
109392,176,175,137,2
109393,131,131,95,2
109394,83,81,50,2
